8.000000 100 0.041800
8.000000 150 0.059533
8.000000 200 0.140650
8.000000 250 0.335520
8.000000 300 0.625400
8.000000 350 0.872514
8.000000 400 0.937200
8.000000 450 0.982467
8.000000 500 0.994120
8.000000 550 0.996927
8.000000 600 0.998500
8.000000 650 0.999200
8.000000 700 0.999629
8.000000 750 0.999533
8.000000 800 0.999888
8.000000 850 0.999741
8.000000 900 0.999978
8.000000 950 0.999926
8.000000 1000 0.999960

9.000000 0 -nan
9.000000 50 0.016000
9.000000 100 0.023800
9.000000 150 0.038267
9.000000 200 0.041500
9.000000 250 0.103760
9.000000 300 0.235567
9.000000 350 0.420971
9.000000 400 0.685825
9.000000 450 0.898756
9.000000 500 0.941800
9.000000 550 0.973400
9.000000 600 0.991917
9.000000 650 0.984415
9.000000 700 0.997614
9.000000 750 0.998707
9.000000 800 0.998937
9.000000 850 0.999518
9.000000 900 0.999389
9.000000 950 0.999789
9.000000 1000 0.999810

10.000000 0 -nan
10.000000 50 0.013600
10.000000 100 0.018600
10.000000 150 0.022000
10.000000 200 0.033650
10.000000 250 0.050960
10.000000 300 0.086600
10.000000 350 0.151657
10.000000 400 0.262675
10.000000 450 0.469511
10.000000 500 0.694420
10.000000 550 0.856655
10.000000 600 0.929067
10.000000 650 0.976615
10.000000 700 0.987814
10.000000 750 0.992227
10.000000 800 0.994663
10.000000 850 0.997271
10.000000 900 0.997889
10.000000 950 0.998621
10.000000 1000 0.999210

11.000000 0 -nan
11.000000 50 0.008400
11.000000 100 0.009300
11.000000 150 0.014467
11.000000 200 0.017500
11.000000 250 0.028440
11.000000 300 0.034600
11.000000 350 0.067914
11.000000 400 0.100050
11.000000 450 0.188067
11.000000 500 0.293840
11.000000 550 0.532582
11.000000 600 0.716833
11.000000 650 0.817277
11.000000 700 0.926443
11.000000 750 0.960507
11.000000 800 0.970650
11.000000 850 0.989365
11.000000 900 0.991733
11.000000 950 0.995021
11.000000 1000 0.996750

12.000000 0 -nan
12.000000 50 0.009200
12.000000 100 0.008100
12.000000 150 0.011467
12.000000 200 0.013900
12.000000 250 0.019360
12.000000 300 0.021033
12.000000 350 0.030800
12.000000 400 0.040350
12.000000 450 0.076444
12.000000 500 0.108300
12.000000 550 0.202800
12.000000 600 0.305800
12.000000 650 0.471692
12.000000 700 0.693971
12.000000 750 0.781573
12.000000 800 0.882638
12.000000 850 0.929612
12.000000 900 0.959078
12.000000 950 0.982621
12.000000 1000 0.987670

13.000000 0 -nan
13.000000 50 0.007400
13.000000 100 0.006300
13.000000 150 0.008133
13.000000 200 0.010100
13.000000 250 0.012520
13.000000 300 0.014400
13.000000 350 0.016800
13.000000 400 0.030225
13.000000 450 0.033089
13.000000 500 0.056220
13.000000 550 0.075782
13.000000 600 0.128183
13.000000 650 0.188785
13.000000 700 0.287386
13.000000 750 0.477840
13.000000 800 0.587325
13.000000 850 0.707341
13.000000 900 0.885500
13.000000 950 0.889179
13.000000 1000 0.946170

14.000000 0 -nan
14.000000 50 0.006400
14.000000 100 0.005400
14.000000 150 0.006933
14.000000 200 0.007650
14.000000 250 0.009880
14.000000 300 0.010533
14.000000 350 0.016057
14.000000 400 0.016725
14.000000 450 0.023489
14.000000 500 0.029860
14.000000 550 0.037709
14.000000 600 0.046867
14.000000 650 0.064846
14.000000 700 0.115143
14.000000 750 0.179733
14.000000 800 0.271300
14.000000 850 0.355694
14.000000 900 0.515056
14.000000 950 0.679895
14.000000 1000 0.776600

15.000000 0 -nan
15.000000 50 0.005200
15.000000 100 0.004700
15.000000 150 0.007067
15.000000 200 0.009350
15.000000 250 0.007720
15.000000 300 0.008667
15.000000 350 0.007686
15.000000 400 0.012950
15.000000 450 0.013467
15.000000 500 0.020600
15.000000 550 0.024000
15.000000 600 0.023450
15.000000 650 0.032138
15.000000 700 0.041271
15.000000 750 0.060413
15.000000 800 0.080000
15.000000 850 0.129341
15.000000 900 0.210222
15.000000 950 0.301484
15.000000 1000 0.440890

16.000000 0 -nan
16.000000 50 0.003800
16.000000 100 0.004200
16.000000 150 0.004333
16.000000 200 0.005000
16.000000 250 0.007520
16.000000 300 0.005900
16.000000 350 0.008371
16.000000 400 0.010675
16.000000 450 0.008378
16.000000 500 0.011840
16.000000 550 0.012873
16.000000 600 0.015783
16.000000 650 0.018800
16.000000 700 0.023614
16.000000 750 0.031907
16.000000 800 0.039800
16.000000 850 0.058082
16.000000 900 0.089356
16.000000 950 0.109379
16.000000 1000 0.155020

17.000000 0 -nan
17.000000 50 0.004400
17.000000 100 0.004300
17.000000 150 0.005133
17.000000 200 0.004550
17.000000 250 0.005920
17.000000 300 0.004900
17.000000 350 0.007000
17.000000 400 0.007300
17.000000 450 0.008578
17.000000 500 0.009240
17.000000 550 0.010636
17.000000 600 0.011250
17.000000 650 0.011292
17.000000 700 0.015086
17.000000 750 0.022027
17.000000 800 0.017112
17.000000 850 0.029318
17.000000 900 0.032756
17.000000 950 0.049958
17.000000 1000 0.064170

18.000000 0 -nan
18.000000 50 0.002600
18.000000 100 0.002700
18.000000 150 0.003200
18.000000 200 0.004200
18.000000 250 0.004880
18.000000 300 0.003833
18.000000 350 0.005143
18.000000 400 0.006475
18.000000 450 0.006644
18.000000 500 0.006820
18.000000 550 0.007800
18.000000 600 0.008500
18.000000 650 0.008108
18.000000 700 0.011143
18.000000 750 0.014387
18.000000 800 0.014638
18.000000 850 0.017824
18.000000 900 0.020044
18.000000 950 0.030632
18.000000 1000 0.025850

19.000000 0 -nan
19.000000 50 0.002400
19.000000 100 0.002900
19.000000 150 0.003333
19.000000 200 0.003850
19.000000 250 0.004200
19.000000 300 0.003700
19.000000 350 0.004057
19.000000 400 0.004700
19.000000 450 0.004267
19.000000 500 0.005200
19.000000 550 0.006327
19.000000 600 0.006917
19.000000 650 0.007446
19.000000 700 0.007371
19.000000 750 0.008867
19.000000 800 0.009050
19.000000 850 0.012247
19.000000 900 0.013667
19.000000 950 0.015011
19.000000 1000 0.020660

20.000000 0 -nan
20.000000 50 0.002000
20.000000 100 0.002600
20.000000 150 0.002333
20.000000 200 0.002850
20.000000 250 0.003800
20.000000 300 0.003900
20.000000 350 0.003486
20.000000 400 0.003950
20.000000 450 0.004000
20.000000 500 0.004960
20.000000 550 0.004345
20.000000 600 0.006233
20.000000 650 0.005923
20.000000 700 0.006229
20.000000 750 0.006867
20.000000 800 0.009562
20.000000 850 0.010271
20.000000 900 0.010133
20.000000 950 0.008632
20.000000 1000 0.016120

