62848	45.07457	7.69830100000001
42928	41.878914	12.508193
63177	45.869743	11.479858
37896	45.751278	13.669125
63509	43.77731	13.124646
37097	44.791042	11.572081
21195	44.226986	11.628605
62652	45.055588	7.68492
62455	45.053139	7.664805
62576	45.074089	7.652535
62802	44.513622	9.042518
72967	45.827816	10.043075
62703	43.811012	7.761195
62582	44.360806	8.587816
70674	44.535114	8.998017
122494	44.562717	7.397483
68987	44.396969	8.277946
83809	44.134888	9.936825
74528	44.067226	10.029278
62605	44.120667	9.846961
68265	44.117714	9.842762
113568	44.052272	10.2343762
113815	44.0392421	10.2455288
113814	44.052272	10.2343762
114758	40.7069866	14.6937674
113569	43.9792431	10.1988792
108315	44.086362	10.1566705
123157	41.972549	12.248963
121503	44.53504	8.998176
120931	37.291513	13.92039
120577	38.1531262	13.0905333
120463	41.7057715	13.6738015
120728	38.0950218	14.9767106
73980	38.20315	15.264354
72460	44.992153	7.140922
68110	44.222198	11.774571
79727	46.622032	11.373723
111149	44.0168978	10.2196891
33483	45.929832	12.654785
10411	43.932993	10.900356
82284	43.719482	13.085505
92504	45.82403	11.860923
63928	45.41483	11.896944
63480	45.471207	12.083011
68481	46.526764	13.012562
63836	44.890789	11.815234
99632	39.085423	17.102835
62635	39.124342	17.106994
63588	37.56014	14.898134
119011	40.1052727	18.3333818
116849	42.337994	13.475435
115650	41.650528	13.352494
115648	41.705212	13.564014
115651	41.72776	13.342855
115649	41.619324	13.275081
116772	41.853207	12.673232
120842	41.486839	12.893726
115199	37.7295385	13.1833552
116490	41.285671	13.193192
114169	37.3526013	13.843285
122318	37.0938024	15.2566033
114052	38.0956198	13.1950467
113918	40.493706	17.990053
116921	41.450527	13.913942
114434	41.699741	13.410388
116858	41.621803	13.506627
111603	37.858291	14.1534756
112994	37.9876695	12.5546627
111177	42.631068	11.314922
114366	41.620735	13.838757
114101	41.626621	13.792675
116033	41.925757	12.5223377
121827	38.188416	14.915222
108700	37.543831	15.090308
115047	40.1863822	18.0424059
110499	38.164666	14.8513791
106260	38.2205833	15.3726049
112049	40.294025	17.85486
103721	40.426502	18.240389
104821	40.06406	18.438284
103719	40.493729	17.990057
103959	39.999195	18.395622
103715	40.277328	18.058727
104184	39.991688	18.161367
103717	40.33535	18.095987
111068	40.577026	9.255021
116838	37.535281	15.074832
100002	41.8999797	12.4911839
104818	41.142002	9.495596
108853	44.524757	11.245776
99674	41.7676103	14.0993626
99029	41.8308266	14.1033829
98541	39.9024692	18.2613096
98553	38.1428177	13.3337063
101800	45.953953	10.29551
111740	46.418129	12.33151
98067	37.3526013	13.843285
105349	41.853348	12.472892
96598	41.85347	12.472581
92178	40.0558508	17.9926137
96427	41.470474	13.490541
89585	37.9654	13.66495
89913	41.468912	12.650415
